X,Y,YEAR,MO,DAY,VEI,VOL_ID,FATALITIES,ASSOC_EQ,ASSOC_TSU,DAMAGE_MILLIONS_DOLLARS,DAMAGE_AMOUNT_ORDER,DAMAGE_DESCRIPTION,DEATHS,DEATHS_AMOUNT_ORDER,DEATHS_DESCRIPTION,INJURIES,INJURIES_AMOUNT_ORDER,INJURIES_DESCRIPTION,MISSING,MISSING_AMOUNT_ORDER,MISSING_DESCRIPTION,HOUSES_DESTROYED,HOUSES_AMOUNT_ORDER,HOUSES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS_TOTAL,DAMAGE_AMOUNT_ORDER_TOTAL,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL,DEATHS_AMOUNT_ORDER_TOTAL,DEATHS_TOTAL_DESCRIPTION,INJURIES_TOTAL,INJURIES_AMOUNT_ORDER_TOTAL,INJURIES_TOTAL_DESCRIPTION,MISSING_TOTAL,MISSING_AMOUNT_ORDER_TOTAL,MISSING_TOTAL_DESCRIPTION,HOUSES_DESTROYED_TOTAL,HOUSES_AMOUNT_ORDER_TOTAL,HOUSES_TOTAL_DESCRIPTION,SIGNIF,VALIDITY,NUM,NAME,LOCATION,LATITUDE,LONGITUDE,ELEVATION,MORPHOLOGY,STATUS,TIME_ERUPT,ID,COUNTRY,NUM_SLIDES,SIG_ID,TSU_ID,HAZ_EVENT_ID,OBJECTID
-19551042.17,-1758446.453,1886,8,31,4,40311,,,,,,,,1,Few (~1 to 50 people),,,,,1,Few (~1 to 50 people),,,,,,,,1,Few (~1 to 50 people),,,,,1,Few (~1 to 50 people),,,,1,,0403-11=,Niuafo'ou,Tonga-SW Pacific,-15.6,-175.63,260,Shield volcano,Historical,D1,40311,Tonga,0,,,33,1224
3250529.131,-156753.6209,1912,12,3,3,20302,20,,,,,,20,1,Few (~1 to 50 people),,,,,,,,,,,,,20,1,Few (~1 to 50 people),,,,,,,,,,1,,0203-02=,Nyamuragira,Africa-C,-1.408,29.2,3058,Shield volcano,Historical,D1,20302,"Congo, DRC",0,,,34,1237
3256095.106,-169225.477,1977,1,10,1,20303,,,,,3,Severe (~>$5 to $24 million),,2,Some (~51 to 100 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),,2,Some (~51 to 100 people),,,,,,,,,,1,,0203-03=,Nyiragongo,Africa-C,-1.52,29.25,3470,Stratovolcano,Historical,D1,20303,"Congo, DRC",0,,,7,1238
19647890.13,-4596391.685,1903,8,30,1,40105,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0401-05=,Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,40105,New Zealand,0,,,27,1242
19647890.13,-4596391.685,1917,4,1,1,40105,2,,,,,,2,1,Few (~1 to 50 people),3,1,Few (~1 to 50 people),,,,,,,,,,2,1,Few (~1 to 50 people),3,1,Few (~1 to 50 people),,,,,,,1,,0401-05=,Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,40105,New Zealand,0,,,18,1242
13548472.59,-929450.3806,1981,9,5,2,60415,,,,,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),1,,0604-15=,Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,60415,Indonesia,0,,,398,1276
13548472.59,-929450.3806,1973,1,,3,60415,,,,,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),1,,0604-15=,Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,60415,Indonesia,0,,,397,1276
13548472.59,-929450.3806,1964,1,1,2,60415,1,,,,,,1,1,Few (~1 to 50 people),3,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),3,1,Few (~1 to 50 people),,,,,,,1,,0604-15=,Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,60415,Indonesia,0,,,395,1276
13548472.59,-929450.3806,1928,8,4,3,60415,98,,Y,,,,98,2,Some (~51 to 100 people),,,,,,,,,,,,,226,3,Many (~101 to 1000 people),200,3,Many (~101 to 1000 people),,,,,2,Some (~51 to 100 houses),1,4,0604-15=,Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,60415,Indonesia,0,,1607,394,1276
16943160.46,-475886.4728,1878,1,,3,50214,1,Y,Y,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,3,0502-14=,Rabaul,New Britain-SW Pac,-4.271,152.203,688,Pyroclastic shield,Historical,D1,50214,Papua New Guinea,0,6195,1095,16,1351
16943160.46,-475886.4728,1850,,,2,50214,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0502-14=,Rabaul,New Britain-SW Pac,-4.271,152.203,688,Pyroclastic shield,Historical,D1,50214,Papua New Guinea,0,,,5,1351
12695097.37,-907517.6032,1817,,,4,60334,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-34=,Raung,Java,-8.125,114.042,3332,Stratovolcano,Historical,D1,60334,Indonesia,0,,,298,1362
12695097.37,-907517.6032,1597,,,3,60334,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0603-34=,Raung,Java,-8.125,114.042,3332,Stratovolcano,Historical,D1,60334,Indonesia,0,,,295,1362
12695097.37,-907517.6032,1593,,,5,60334,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0603-34=,Raung,Java,-8.125,114.042,3332,Stratovolcano,Historical,D1,60334,Indonesia,0,,,294,1362
12695097.37,-907517.6032,1638,,,4,60334,1001,,,,,,1001,4,Very Many (~1001 or more people),,,,,,,,,,,,,1001,4,Very Many (~1001 or more people),,,,,,,,,,1,,0603-34=,Raung,Java,-8.125,114.042,3332,Stratovolcano,Historical,D1,60334,Indonesia,0,,,296,1362
12695097.37,-907517.6032,1730,,,3,60334,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,0603-34=,Raung,Java,-8.125,114.042,3332,Stratovolcano,Historical,D1,60334,Indonesia,0,,,297,1362
16488754.3,-615436.3881,1888,3,13,3,50107,,,Y,,,,,,,,,,,,,,,,,3,Severe (~>$5 to $24 million),,4,Very Many (~1001 or more people),,,,,,,,3,Many (~101 to 1000 houses),1,4,0501-07=,Ritter Island,New Guinea-NE of,-5.52,148.121,140,Stratovolcano,Historical,D1,50107,Papua New Guinea,0,,1175,4,1378
1693503.413,4691492.542,1930,9,11,3,10104,5,,Y,,2,Moderate (~$1 to $5 million),5,1,Few (~1 to 50 people),20,1,Few (~1 to 50 people),,,,,,,,2,Moderate (~$1 to $5 million),6,1,Few (~1 to 50 people),20,1,Few (~1 to 50 people),,,,,,,1,4,0101-04=,Stromboli,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,10104,Italy,0,,4218,26,515
1693503.413,4691492.542,1919,5,22,3,10104,4,,Y,,1,Limited (<$1 million),4,1,Few (~1 to 50 people),,3,Many (~101 to 1000 people),,,,10,1,Few (~1 to 50 houses),,1,Limited (<$1 million),4,1,Few (~1 to 50 people),,3,Many (~101 to 1000 people),,,,10,1,Few (~1 to 50 houses),1,,0101-04=,Stromboli,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,10104,Italy,0,,1476,25,515
1693503.413,4691492.542,1986,7,24,2,10104,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-04=,Stromboli,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,10104,Italy,0,,,13,515
1605894.974,4985974.949,1944,3,27,2,10102,27,,,,,,27,1,Few (~1 to 50 people),,,,,,,,,,,,,27,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,39,758
1605894.974,4985974.949,1682,8,12,3,10102,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,23,758
1605894.974,4985974.949,1872,4,24,3,10102,9,,,,,,9,1,Few (~1 to 50 people),11,1,Few (~1 to 50 people),,,,,,,,,,9,1,Few (~1 to 50 people),11,1,Few (~1 to 50 people),,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,29,758
1605894.974,4985974.949,1805,8,11,2,10102,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,24,758
1605894.974,4985974.949,1737,5,20,2,10102,2,,,,2,Moderate (~$1 to $5 million),2,1,Few (~1 to 50 people),,,,,,,,,,,2,Moderate (~$1 to $5 million),2,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,17,758
1605894.974,4985974.949,1905,3,10,2,10102,1,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,12,758
1605894.974,4985974.949,1779,8,8,2,10102,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,9,758
1605894.974,4985974.949,787,,,3,10102,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,,0101-02=,Vesuvius,Italy,40.821,14.426,1281,Complex volcano,Historical,D2,10102,Italy,0,,,8,758
1168854.653,697130.7319,1984,8,15,,20403,37,,,,,,37,1,Few (~1 to 50 people),,,,,,,,,,,,,37,1,Few (~1 to 50 people),,,,,,,,,,1,,0204-03-,Oku Volc Field,Africa-W,6.25,10.5,3011,Maar,Radiocarbon,D5,20403,Cameroon,0,,,40,1245
13757975.87,-954208.1747,1983,8,17,1,60425,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0604-25=,Iliwerung,Lesser Sunda Is,-8.54,123.59,1018,Complex volcano,Historical,D1,60425,Indonesia,0,,4702,447,249
13757975.87,-954208.1747,1973,12,5,2,60425,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,2,0604-25=,Iliwerung,Lesser Sunda Is,-8.54,123.59,1018,Complex volcano,Historical,D1,60425,Indonesia,0,,,445,249
13757975.87,-954208.1747,1948,4,7,2,60425,,,,,2,Moderate (~$1 to $5 million),,,,,,,,,,,,,,2,Moderate (~$1 to $5 million),,,,,,,,,,,,,1,,0604-25=,Iliwerung,Lesser Sunda Is,-8.54,123.59,1018,Complex volcano,Historical,D1,60425,Indonesia,0,,,441,249
13757975.87,-954208.1747,1870,,,3,60425,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0604-25=,Iliwerung,Lesser Sunda Is,-8.54,123.59,1018,Complex volcano,Historical,D1,60425,Indonesia,0,,,439,249
13539789.67,-992498.4433,1969,1,28,3,60411,2,,,,,,2,1,Few (~1 to 50 people),10,1,Few (~1 to 50 people),,,,287,3,Many (~101 to 1000 houses),,,,2,1,Few (~1 to 50 people),10,1,Few (~1 to 50 people),,,,287,3,Many (~101 to 1000 houses),1,,0604-11=,Iya,Lesser Sunda Is,-8.88,121.63,637,Stratovolcano,Historical,D1,60411,Indonesia,0,,,389,281
16248638.15,-518093.1249,1895,6,17,2,50103,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,21,1,Few (~1 to 50 people),,,,,,,,,,1,,0501-03=,Karkar,New Guinea-NE of,-4.649,145.964,1839,Stratovolcano,Historical,D1,50103,Papua New Guinea,0,,,35,320
16248638.15,-518093.1249,1979,3,8,2,50103,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0501-03=,Karkar,New Guinea-NE of,-4.649,145.964,1839,Stratovolcano,Historical,D1,50103,Papua New Guinea,0,,,20,320
13667250.48,-953082.5136,1907,9,28,2,60418,1,,,,,,1,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),,1,Few (~1 to 50 people),,,,,,,1,,0604-18=,Lewotobi,Lesser Sunda Is,-8.53,122.775,1703,Stratovolcano,Historical,D1,60418,Indonesia,0,,,411,357
13667250.48,-953082.5136,1869,7,7,2,60418,2,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,,,,2,1,Few (~1 to 50 people),,,,,,,,,,1,,0604-18=,Lewotobi,Lesser Sunda Is,-8.53,122.775,1703,Stratovolcano,Historical,D1,60418,Indonesia,0,,,410,357
12858291.74,-931925.5283,1963,5,16,3,60402,120,Y,,,,,120,2,Some (~51 to 100 people),,,,,,,,,,,,,120,2,Some (~51 to 100 people),,,,,,,,,,1,,0604-02=,Agung,Lesser Sunda Is,-8.342,115.508,3142,Stratovolcano,Historical,D1,60402,Indonesia,0,4292,,353,843
12858291.74,-931925.5283,1963,3,18,5,60402,1028,,Y,,,,1028,4,Very Many (~1001 or more people),624,3,Many (~101 to 1000 people),,3,Many (~101 to 1000 people),,,,,,,1028,4,Very Many (~1001 or more people),624,3,Many (~101 to 1000 people),,3,Many (~101 to 1000 people),,,,1,,0604-02=,Agung,Lesser Sunda Is,-8.342,115.508,3142,Stratovolcano,Historical,D1,60402,Indonesia,0,,1942,351,843
13537340.64,-18924.3412,1983,7,23,4,60601,,,,,2,Moderate (~$1 to $5 million),,,,,,,,,,,3,Many (~101 to 1000 houses),,2,Moderate (~$1 to $5 million),,,,,,,,,,,3,Many (~101 to 1000 houses),1,4,0606-01=,Colo [Una Una],Sulawesi-Indonesia,-0.17,121.608,507,Stratovolcano,Historical,D1,60601,Indonesia,0,,,488,1096
2827069.788,4356354.493,1928,1,23,2,10204,48,,,,,,48,1,Few (~1 to 50 people),,,,,,,,,,,,,48,1,Few (~1 to 50 people),,,,,,,,,,1,3,0102-04=,Santorini,Greece,36.404,25.396,329,Shield volcano,Historical,D2,10204,Greece,0,,,42,1444
13820092.14,-950831.2796,1953,6,,0,60427,5,,,,,,5,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,5,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,1,,0604-27=,Sirung,Lesser Sunda Is,-8.51,124.148,862,Complex volcano,Historical,D1,60427,Indonesia,0,,,450,1493
13468879.15,1574446.004,1716,9,24,4,70307,,Y,Y,,,,,1,Few (~1 to 50 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),,1,Few (~1 to 50 people),,,,,,,,3,Many (~101 to 1000 houses),1,4,0703-07=,Taal,Luzon-Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,70307,Philippines,0,1205,387,752,532
13468879.15,1574446.004,1965,9,28,4,70307,355,,Y,,1,Limited (<$1 million),355,3,Many (~101 to 1000 people),,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),355,3,Many (~101 to 1000 people),,,,,,,,1,Few (~1 to 50 houses),1,4,0703-07=,Taal,Luzon-Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,70307,Philippines,0,,1977,762,532
13468879.15,1574446.004,1874,7,19,2,70307,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0703-07=,Taal,Luzon-Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,70307,Philippines,0,,,756,532
13468879.15,1574446.004,1754,5,13,4,70307,12,Y,Y,,4,Extreme (~$25 million or more),12,1,Few (~1 to 50 people),,,,,,,,4,Very Many (~1001 or more houses),,4,Extreme (~$25 million or more),12,1,Few (~1 to 50 people),,,,,,,,4,Very Many (~1001 or more houses),1,,0703-07=,Taal,Luzon-Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,70307,Philippines,0,1328,2853,754,532
13468879.15,1574446.004,1911,1,30,3,70307,1335,Y,Y,,3,Severe (~>$5 to $24 million),1335,4,Very Many (~1001 or more people),199,3,Many (~101 to 1000 people),,,,543,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),1335,4,Very Many (~1001 or more people),199,3,Many (~101 to 1000 people),,,,543,3,Many (~101 to 1000 houses),1,4,0703-07=,Taal,Luzon-Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,70307,Philippines,0,8391,1392,761,532
13468879.15,1574446.004,1749,8,11,3,70307,,Y,Y,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,,3,Severe (~>$5 to $24 million),,1,Few (~1 to 50 people),,,,,,,,3,Many (~101 to 1000 houses),1,4,0703-07=,Taal,Luzon-Philippines,14.002,120.993,400,Stratovolcano,Historical,D1,70307,Philippines,0,1304,431,753,532
13562053.56,2753408.109,1853,10,29,2,80103,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0801-03=,Unnamed,Taiwan-E of,24,121.83,0,Submarine volcano,Historical,D3,80103,Taiwan,0,,809,787,727
14504929.65,3862167.465,1792,5,21,2,80210,,Y,Y,,,,,1,Few (~1 to 50 people),,,,,,,,,,,4,Extreme (~$25 million or more),15000,4,Very Many (~1001 or more people),707,3,Many (~101 to 1000 people),,,,6200,4,Very Many (~1001 or more houses),1,4,0802-10=,Unzen,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical,D1,80210,Japan,0,1515,568,932,740
14504929.65,3862167.465,1991,6,3,1,80210,43,,,,,,43,1,Few (~1 to 50 people),,,,,,,,,,,,,43,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-10=,Unzen,Kyushu-Japan,32.75,130.3,1500,Complex volcano,Historical,D1,80210,Japan,0,,,933,740
14235536.48,187043.5483,1550,11,,3,60801,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0608-01=,Dukono,Halmahera-Indonesia,1.68,127.88,1185,Complex volcano,Historical,D1,60801,Indonesia,0,,,594,64
14173754.17,89058.48642,1962,12,31,2,60806,5,,,,,,5,1,Few (~1 to 50 people),5,1,Few (~1 to 50 people),,,,,,,,,,5,1,Few (~1 to 50 people),5,1,Few (~1 to 50 people),,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,,657,137
14173754.17,89058.48642,1871,8,7,2,60806,1,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,,643,137
14173754.17,89058.48642,1840,2,2,2,60806,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,718,629,137
14173754.17,89058.48642,1838,2,26,2,60806,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,,627,137
14173754.17,89058.48642,1775,,,3,60806,1300,,,,,,1300,4,Very Many (~1001 or more people),,,,,,,,,,,,,1300,4,Very Many (~1001 or more people),,,,,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,,619,137
14173754.17,89058.48642,1773,2,2,2,60806,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,,,,,2,Some (~51 to 100 people),,,,,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,,618,137
14173754.17,89058.48642,1772,5,9,3,60806,35,,Y,,,,35,1,Few (~1 to 50 people),,,,,,,,,,,,,35,1,Few (~1 to 50 people),,,,,,,,,,1,,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,504,617,137
14173754.17,89058.48642,1608,7,18,3,60806,,,Y,,1,Limited (<$1 million),,,,,,,,,,,,,,1,Limited (<$1 million),,1,Few (~1 to 50 people),,,,,,,,,,1,4,0608-06=,Gamalama,Halmahera-Indonesia,0.8,127.325,1715,Stratovolcano,Historical,D1,60806,Indonesia,0,,222,607,137
14195461.47,153078.994,1673,5,20,5,60804,,,Y,,1,Limited (<$1 million),,,,,,,,,,,1,Few (~1 to 50 houses),,1,Limited (<$1 million),,3,Many (~101 to 1000 people),,,,,,,,1,Few (~1 to 50 houses),1,,0608-04=,Gamkonora,Halmahera-Indonesia,1.375,127.52,1635,Stratovolcano,Historical,D1,60804,Indonesia,0,,312,599,139
13968369.7,309589.6812,1940,6,20,2,60702,1,,,,,,1,1,Few (~1 to 50 people),2,1,Few (~1 to 50 people),,,,,,,,,,1,1,Few (~1 to 50 people),2,1,Few (~1 to 50 people),,,,,,,1,,0607-02=,Karangetang [Api Siau],Sangihe Is-Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,60702,Indonesia,0,,,552,317
13968369.7,309589.6812,1976,9,15,2,60702,1,,,,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,24,1,Few (~1 to 50 houses),,,,1,1,Few (~1 to 50 people),1,1,Few (~1 to 50 people),,,,24,1,Few (~1 to 50 houses),1,,0607-02=,Karangetang [Api Siau],Sangihe Is-Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,60702,Indonesia,0,,,562,317
13968369.7,309589.6812,1974,2,11,3,60702,4,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,,,,4,1,Few (~1 to 50 people),,,,,,,,,,1,,0607-02=,Karangetang [Api Siau],Sangihe Is-Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,60702,Indonesia,0,,,561,317
14182103.13,35622.42225,1890,6,29,2,60807,,,,,3,Severe (~>$5 to $24 million),,,,,,,,,,,3,Many (~101 to 1000 houses),,3,Severe (~>$5 to $24 million),,,,,,,,,,,3,Many (~101 to 1000 houses),1,,0608-07=,Makian,Halmahera-Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,60807,Indonesia,0,,,669,405
14182103.13,35622.42225,1861,12,29,4,60807,326,,,,,,326,3,Many (~101 to 1000 people),47,1,Few (~1 to 50 people),,,,,3,Many (~101 to 1000 houses),,,,326,3,Many (~101 to 1000 people),47,1,Few (~1 to 50 people),,,,,3,Many (~101 to 1000 houses),1,,0608-07=,Makian,Halmahera-Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,60807,Indonesia,0,,,666,405
14182103.13,35622.42225,1760,,,4,60807,2000,,,,,,2000,4,Very Many (~1001 or more people),,,,,,,,,,,,,2000,4,Very Many (~1001 or more people),,,,,,,,,,1,,0608-07=,Makian,Halmahera-Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,60807,Indonesia,0,,,665,405
14182103.13,35622.42225,1646,7,19,4,60807,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0608-07=,Makian,Halmahera-Indonesia,0.32,127.4,1357,Stratovolcano,Historical,D1,60807,Indonesia,0,,,664,405
14496024.09,3558942.95,1933,12,24,4,80205,8,,,,,,8,1,Few (~1 to 50 people),26,1,Few (~1 to 50 people),,,,,,,,,,8,1,Few (~1 to 50 people),26,1,Few (~1 to 50 people),,,,,,,1,,0802-05=,Kuchinoerabu-jima,Ryukyu Is,30.43,130.22,649,Stratovolcano,Historical,D1,80205,Japan,0,,,823,479
14496024.09,3558942.95,1841,4,,2,80205,,,,,2,Moderate (~$1 to $5 million),,,,,,,,,,,2,Some (~51 to 100 houses),,2,Moderate (~$1 to $5 million),,,,,,,,,,,2,Some (~51 to 100 houses),1,,0802-05=,Kuchinoerabu-jima,Ryukyu Is,30.43,130.22,649,Stratovolcano,Historical,D1,80205,Japan,0,,,821,479
14546117.86,3708304.491,1955,10,13,3,80208,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,,,,,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,878,1404
14546117.86,3708304.491,1946,1,,2,80208,1,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,,,,1,1,Few (~1 to 50 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,874,1404
14546117.86,3708304.491,1914,1,12,4,80208,28,Y,Y,0.04,1,Limited (<$1 million),28,1,Few (~1 to 50 people),,3,Many (~101 to 1000 people),,,,2148,4,Very Many (~1001 or more houses),19,3,Severe (~>$5 to $24 million),63,2,Some (~51 to 100 people),112,3,Many (~101 to 1000 people),,,,2268,4,Very Many (~1001 or more houses),1,4,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,2994,1412,867,1404
14546117.86,3708304.491,1781,4,11,4,80208,23,,Y,,,,23,1,Few (~1 to 50 people),,,,,,,,,,,1,Limited (<$1 million),38,1,Few (~1 to 50 people),,,,,,,,,,1,4,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,529,859,1404
14546117.86,3708304.491,1779,11,8,4,80208,153,,,,,,153,3,Many (~101 to 1000 people),,,,,,,,,,,,,153,3,Many (~101 to 1000 people),,,,,,,,,,1,4,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,858,1404
14546117.86,3708304.491,1471,11,3,5,80208,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,,,846,1404
14546117.86,3708304.491,766,7,20,3,80208,,Y,Y,,,,,3,Many (~101 to 1000 people),,,,,,,,,,,,,,3,Many (~101 to 1000 people),,,,,,,,,,1,,0802-08=,Sakura-jima,Kyushu-Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,80208,Japan,0,7341,61,844,1404
